"Plot Title: 10995660"
"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532287)","Solar Radiation, W/m² (LGR S/N: 10995660, SEN S/N: 10532288)","Wind Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Gust Speed, mph (LGR S/N: 10995660, SEN S/N: 10532399)","Temp, °F (LGR S/N: 10995660, SEN S/N: 10553847)","RH, % (LGR S/N: 10995660, SEN S/N: 10553847)","Rain, in (LGR S/N: 10995660, SEN S/N: 10703556)","Snow Depth, inches (LGR S/N: 10995660, SEN S/N: 10933780)","Current, mA (LGR S/N: 10995660, SEN S/N: 10933780)"
130,04/27/19 09:00:00 AM,66.9,14.4,0.00,0.00,46.166,88.700,0.000,-4.25,0.0063
131,04/27/19 09:30:00 AM,89.4,40.6,0.00,4.50,54.516,66.600,0.000,-4.50,0.0063
132,04/27/19 10:00:00 AM,808.1,111.9,0.00,4.50,59.272,56.300,0.000,-5.12,0.0063
133,04/27/19 10:30:00 AM,886.9,125.6,0.00,3.38,63.433,44.700,0.000,-5.24,0.0063
134,04/27/19 11:00:00 AM,951.9,126.9,0.56,6.20,65.230,45.400,0.000,-5.12,0.0063
135,04/27/19 11:30:00 AM,1025.6,146.9,0.00,4.50,69.213,37.200,0.000,-5.37,0.0063
136,04/27/19 12:00:00 PM,1093.1,154.4,1.12,5.08,70.158,36.000,0.000,-5.24,0.0063
137,04/27/19 12:30:00 PM,1133.1,158.1,1.12,8.46,70.029,33.300,0.000,-5.49,0.0063
138,04/27/19 01:00:00 PM,1141.9,159.4,1.12,8.46,72.394,31.500,0.000,-5.37,0.0063
139,04/27/19 01:30:00 PM,1085.6,155.6,1.12,6.76,71.361,35.100,0.000,-5.61,0.0063
140,04/27/19 02:00:00 PM,1043.1,153.1,1.70,7.90,71.146,36.300,0.000,-5.49,0.0063
141,04/27/19 02:30:00 PM,958.1,133.1,1.70,8.46,69.042,38.700,0.000,-5.49,0.0063
142,04/27/19 03:00:00 PM,106.9,80.6,1.70,10.69,68.571,38.900,0.000,-5.49,0.0063
143,04/27/19 03:30:00 PM,96.9,54.4,1.12,9.57,68.571,39.700,0.000,-5.49,0.0063
144,04/27/19 04:00:00 PM,111.9,31.9,0.56,6.76,67.757,39.700,0.000,-5.49,0.0063
145,04/27/19 04:30:00 PM,60.6,15.6,1.12,6.20,67.372,37.200,0.000,-5.24,0.0063
146,04/27/19 05:00:00 PM,55.6,13.1,1.12,6.20,66.814,42.300,0.000,-5.12,0.0063
147,04/27/19 05:30:00 PM,45.6,10.6,0.56,5.64,66.087,45.400,0.000,-4.99,0.0063
148,04/27/19 06:00:00 PM,38.1,6.9,0.56,5.08,64.760,44.400,0.000,-5.12,0.0063
149,04/27/19 06:30:00 PM,31.9,6.9,0.00,4.50,63.990,46.000,0.000,-4.99,0.0063
150,04/27/19 07:00:00 PM,18.1,1.9,0.00,3.94,62.105,54.000,0.000,-4.87,0.0063
151,04/27/19 07:30:00 PM,8.1,0.6,0.00,3.94,59.702,61.300,0.000,-4.87,0.0063
152,04/27/19 08:00:00 PM,0.6,0.6,0.00,0.00,56.079,70.100,0.000,-4.87,0.0063
153,04/27/19 08:30:00 PM,0.6,0.6,0.00,0.00,52.203,78.500,0.000,-4.75,0.0063
154,04/27/19 09:00:00 PM,0.6,0.6,0.00,0.00,50.135,82.500,0.000,-4.62,0.0063
155,04/27/19 09:30:00 PM,0.6,0.6,0.00,0.00,48.137,86.400,0.000,-4.62,0.0063
156,04/27/19 10:00:00 PM,0.6,0.6,0.00,0.00,45.896,87.200,0.000,-4.62,0.0063
157,04/27/19 10:30:00 PM,0.6,0.6,0.00,0.00,44.764,89.800,0.000,-4.62,0.0063
158,04/27/19 11:00:00 PM,0.6,0.6,0.00,0.00,43.624,91.100,0.000,-4.37,0.0063
159,04/27/19 11:30:00 PM,0.6,0.6,0.00,0.00,42.478,91.800,0.000,-4.50,0.0063
160,04/28/19 12:00:00 AM,0.6,0.6,0.00,0.00,41.184,92.700,0.000,-4.50,0.0063
161,04/28/19 12:30:00 AM,0.6,0.6,0.00,0.00,40.298,93.100,0.000,-4.37,0.0063
162,04/28/19 01:00:00 AM,0.6,0.6,0.00,0.00,39.031,94.300,0.000,-4.37,0.0063
163,04/28/19 01:30:00 AM,0.6,0.6,0.00,0.00,38.322,94.400,0.000,-4.25,0.0063
164,04/28/19 02:00:00 AM,0.6,0.6,0.00,0.00,37.274,94.900,0.000,-4.25,0.0063
165,04/28/19 02:30:00 AM,0.6,0.6,0.00,0.00,36.554,94.900,0.000,-4.37,0.0063
166,04/28/19 03:00:00 AM,0.6,0.6,0.00,0.00,35.541,95.200,0.000,-4.25,0.0063
167,04/28/19 03:30:00 AM,0.6,0.6,0.00,0.00,34.516,95.500,0.000,-4.25,0.0063
168,04/28/19 04:00:00 AM,0.6,0.6,0.00,0.00,33.831,95.900,0.000,-4.12,0.0063
169,04/28/19 04:30:00 AM,0.6,0.6,0.00,0.00,33.138,96.000,0.000,-4.00,0.0063
170,04/28/19 05:00:00 AM,0.6,0.6,0.00,0.00,32.790,95.900,0.000,-4.00,0.0063
171,04/28/19 05:30:00 AM,0.6,0.6,0.00,0.00,32.193,96.000,0.000,-4.00,0.0063
172,04/28/19 06:00:00 AM,0.6,0.6,0.00,0.00,31.842,96.400,0.000,-4.00,0.0063
173,04/28/19 06:30:00 AM,6.9,0.6,0.00,0.00,31.591,96.400,0.000,-4.00,0.0063
174,04/28/19 07:00:00 AM,14.4,0.6,0.00,0.00,32.142,96.600,0.000,-4.00,0.0063
175,04/28/19 07:30:00 AM,25.6,3.1,0.00,0.00,33.485,97.100,0.000,-4.00,0.0063
176,04/28/19 08:00:00 AM,43.1,5.6,0.00,0.00,36.795,97.600,0.000,-4.00,0.0063
177,04/28/19 08:30:00 AM,54.4,10.6,0.00,2.82,45.262,96.700,0.000,-4.25,0.0063
178,04/28/19 09:00:00 AM,103.1,15.6,0.00,6.20,50.709,83.400,0.000,-4.37,0.0063
179,04/28/19 09:30:00 AM,108.1,41.9,0.56,6.76,53.776,71.000,0.000,-4.75,0.0063
180,04/28/19 10:00:00 AM,780.6,111.9,0.56,7.31,57.160,65.300,0.000,-4.87,0.0063
181,04/28/19 10:30:00 AM,864.4,125.6,1.70,10.69,59.142,56.800,0.000,-4.75,0.0063
182,04/28/19 11:00:00 AM,930.6,129.4,1.12,7.31,60.733,53.800,0.000,-4.87,0.0063
183,04/28/19 11:30:00 AM,1010.6,148.1,0.56,6.20,63.903,48.900,0.000,-5.37,0.0063
184,04/28/19 12:00:00 PM,1076.9,154.4,0.56,6.76,67.071,47.700,0.000,-5.24,0.0063
185,04/28/19 12:30:00 PM,1130.6,160.6,1.12,7.90,67.285,43.100,0.000,-5.12,0.0063
186,04/28/19 01:00:00 PM,1156.9,165.6,1.70,6.20,68.443,43.600,0.000,-5.49,0.0063
187,04/28/19 01:30:00 PM,144.4,21.9,1.12,7.90,64.161,46.200,0.000,-5.61,0.0063
188,04/28/19 02:00:00 PM,141.9,21.9,0.00,1.70,63.648,47.800,0.000,-5.12,0.0063
189,04/28/19 02:30:00 PM,1124.4,159.4,0.00,1.70,67.071,43.900,0.000,-5.37,0.0063
190,04/28/19 03:00:00 PM,258.1,59.4,0.00,3.38,67.714,43.300,0.000,-5.12,0.0063
191,04/28/19 03:30:00 PM,210.6,74.4,0.56,5.08,67.158,49.200,0.000,-5.49,0.0063
192,04/28/19 04:00:00 PM,151.9,23.1,0.56,6.20,65.829,46.300,0.000,-5.37,0.0063
193,04/28/19 04:30:00 PM,185.6,36.9,0.00,6.20,63.990,48.200,0.000,-5.24,0.0063
194,04/28/19 05:00:00 PM,91.9,14.4,1.12,10.13,63.005,49.600,0.000,-5.12,0.0063
195,04/28/19 05:30:00 PM,41.9,5.6,1.12,7.31,63.090,48.100,0.000,-5.12,0.0063
196,04/28/19 06:00:00 PM,53.1,9.4,0.00,5.64,62.620,51.100,0.000,-4.99,0.0063
197,04/28/19 06:30:00 PM,33.1,5.6,0.00,5.08,62.062,48.800,0.000,-4.87,0.0063
198,04/28/19 07:00:00 PM,21.9,3.1,0.00,3.38,59.142,55.300,0.000,-4.50,0.0063
199,04/28/19 07:30:00 PM,9.4,0.6,0.00,0.00,56.079,66.500,0.000,-4.62,0.0063
200,04/28/19 08:00:00 PM,0.6,0.6,0.00,0.00,53.166,73.300,0.000,-4.62,0.0063
201,04/28/19 08:30:00 PM,0.6,0.6,0.00,0.00,49.782,80.500,0.000,-4.50,0.0063
202,04/28/19 09:00:00 PM,0.6,0.6,0.00,0.00,47.377,82.400,0.000,-4.50,0.0063
203,04/28/19 09:30:00 PM,0.6,0.6,0.00,0.00,45.579,84.700,0.000,-4.37,0.0063
204,04/28/19 10:00:00 PM,0.6,0.6,0.00,0.00,45.172,86.400,0.000,-4.25,0.0063
205,04/28/19 10:30:00 PM,0.6,0.6,0.00,0.00,45.127,86.200,0.000,-4.12,0.0063
206,04/28/19 11:00:00 PM,0.6,0.6,0.00,0.00,44.492,87.800,0.000,-4.12,0.0063
207,04/28/19 11:30:00 PM,0.6,0.6,0.00,0.00,43.990,88.700,0.000,-4.12,0.0063
208,04/29/19 12:00:00 AM,0.6,0.6,0.00,0.00,43.990,88.500,0.000,-4.12,0.0063
209,04/29/19 12:30:00 AM,0.6,0.6,0.00,0.00,45.399,85.100,0.000,-4.00,0.0063
210,04/29/19 01:00:00 AM,0.6,0.6,0.00,0.00,45.806,77.400,0.000,-4.12,0.0063
211,04/29/19 01:30:00 AM,0.6,0.6,0.00,0.56,43.671,76.300,0.000,-4.12,0.0063
212,04/29/19 02:00:00 AM,0.6,0.6,0.00,0.56,43.214,75.700,0.000,-4.12,0.0063
213,04/29/19 02:30:00 AM,0.6,0.6,0.00,0.00,43.214,75.200,0.000,-4.12,0.0063
214,04/29/19 03:00:00 AM,0.6,0.6,0.00,0.00,41.416,76.200,0.000,-4.12,0.0063
215,04/29/19 03:30:00 AM,0.6,0.6,0.00,0.00,39.124,79.700,0.000,-4.12,0.0063
216,04/29/19 04:00:00 AM,0.6,0.6,0.00,0.00,37.513,83.000,0.000,-4.12,0.0063
217,04/29/19 04:30:00 AM,0.6,0.6,0.00,0.00,35.879,85.700,0.000,-4.00,0.0063
